Start,Stop
2864813,2865039
2863561,2864660
2862774,2863282
2862476,2862531
2862370,2862428
2862167,2862240
2861938,2861993
2861706,2861806
2860426,2860820
2858196,2859559
2857580,2858115
2856379,2857217
2854429,2855570
2854277,2854341
2852988,2854204
2850834,2850931
2849563,2850449
2848406,2848782
2847673,2848334
2846839,2847572
2845518,2845576
2842065,2842174
2840286,2841493
2839698,2840227
2837944,2839409
2836011,2836282
2833926,2833984
2832058,2833724
2830542,2831878
2824644,2824801
2821912,2823221
2821417,2821472
2819407,2819468
2818841,2819325
2818054,2818697
2816363,2816778
2816094,2816266
2815307,2815368
2813949,2814715
2812925,2813880
2812156,2812259
2810889,2810989
2809232,2809368
2808185,2808285
2807876,2807949
2806858,2807006
2805784,2805845
2804522,2805273
2804070,2804437
2803445,2803902
2802867,2802928
2802325,2802377
2800958,2801406
2799609,2800729
2799108,2799550
2797039,2797757
2795770,2795879
2794755,2795224
2792967,2794372
2791967,2792478
2790243,2791774
2788504,2789774
2787664,2787764
2784805,2786234
2784652,2784746
2784383,2784444
2782408,2782463
2780933,2782296
2780577,2780797
2779910,2780373
2777844,2779582
2776792,2777390
2774295,2774392
2773863,2773918
2772639,2772793
2771937,2772352
2770060,2771123
2769381,2769874
2767154,2767263
2766207,2766772
2765824,2765930
2763082,2765651
2762919,2763019
2762186,2762352
2761951,2762093
2760845,2760921
2760022,2760131
2759891,2759958
2755580,2757264
2753523,2755294
2750230,2752919
2748685,2749496
2747519,2747649
2744985,2745790
2744571,2744938
2744212,2744474
2743326,2744137
2740888,2742956
2740390,2740775
2740052,2740332
2738719,2739989
2737630,2738264
2736597,2737573
2735962,2736308
2733230,2735244
2732589,2732791
2731987,2732087
2729958,2730370
2729457,2729581
2727304,2729390
2726008,2727194
2723786,2725851
2723159,2723505
2722884,2723056
2721559,2722838
2720497,2721302
2720052,2720128
2719735,2719844
2719460,2719566
2719307,2719362
2719056,2719198
2718312,2718859
2716408,2717393
2709522,2710420
2708276,2708973
2706415,2707214
2705746,2706104
2704433,2705055
2703275,2704107
2702909,2703186
2702543,2702646
2701943,2702040
2701435,2701868
2700963,2701225
2700515,2700882
2699600,2700138
2698954,2699351
2697988,2698346
2697732,2697829
2697463,2697683
2696771,2697210
2694681,2694757
2694164,2694381
2693947,2694059
2693151,2693539
2692097,2693040
2690371,2691464
2689108,2689169
2687691,2688529
2686849,2687348
2686443,2686504
2686049,2686254
2684665,2685101
2682584,2682942
2682040,2682461
2680181,2680260
2678302,2679329
2677258,2677367
2676892,2676950
2676732,2676823
2676330,2676397
2676119,2676186
2674969,2675057
2673550,2673800
2672629,2672750
2671624,2672510
2670042,2671150
2665666,2668652
2665190,2665500
2664343,2665130
2662243,2663621
2661076,2662163
2653211,2657802
2652174,2653084
2651853,2652124
2650758,2651755
2650231,2650409
2649598,2650142
2648798,2648898
2647164,2648518
2646464,2646663
2646256,2646347
2645310,2646145
2643973,2644625
2643026,2643192
2640832,2642501
2640587,2640735
2639980,2640059
2638761,2638843
2637276,2637331
2636313,2636368
2633930,2634849
2632907,2633763
2632357,2632424
2631303,2631964
2630285,2630829
2629208,2630118
2628820,2628887
2627816,2628732
2625414,2626360
2624633,2624877
2623125,2624410
2622333,2622505
2621201,2622066
2620514,2621088
2620206,2620279
2619415,2620010
2617239,2618185
2615458,2616500
2614692,2615320
2613435,2614573
2612205,2612425
2611482,2611969
2611192,2611409
2610592,2611103
2610193,2610269
2610056,2610132
2608515,2609092
2606123,2607543
2605337,2605572
2603863,2605154
2602705,2603699
2602249,2602502
2601632,2601996
2600408,2601240
2599548,2600203
2599364,2599419
2598423,2599066
2597363,2598264
2593837,2594525
2592965,2593596
2591451,2592769
2590044,2590606
2587300,2589812
2587141,2587214
2586114,2586613
2585245,2585735
2583181,2584064
2581900,2583104
2580470,2580864
2578899,2579644
2576836,2577248
2575061,2575800
2573897,2574804
2572880,2573802
2571999,2572483
2571166,2571233
2570362,2570915
2569117,2569421
2568625,2569010
2567956,2568098
2565469,2567444
2563631,2563746
2562591,2563336
2561120,2562381
2560419,2560492
2560184,2560263
2559981,2560063
2559633,2559697
2559255,2559349
2558130,2559067
2557984,2558060
2557211,2557758
2556514,2556887
2556013,2556359
2554452,2555926
2553414,2554372
2552312,2553294
2551234,2551298
2549462,2551191
2548479,2548999
2547509,2547927
2546530,2547020
2545487,2546205
2542658,2544048
2540421,2541610
2539213,2539610
2538588,2538961
2536347,2538508
2535342,2536267
2533840,2535182
2532352,2533397
2529985,2531174
2529184,2529938
2527650,2528962
2526222,2527513
2525946,2526133
2525094,2525812
2524168,2524910
2523835,2524067
2523631,2523713
2522830,2523575
2522487,2522542
2520415,2521451
2519935,2520308
2515312,2518586
2514308,2514942
2510361,2514007
2508992,2509410
2508247,2508815
2507306,2508201
2506867,2507249
2505508,2505665
2505173,2505234
2504300,2505084
2502401,2503803
2501185,2501348
2500179,2500705
2499169,2499938
2498381,2498811
2497069,2497352
2495818,2496992
2495309,2495661
2494891,2495267
2494522,2494829
2493454,2494328
2491552,2492693
2491285,2491472
2490775,2490851
2490427,2490524
2488379,2489208
2488046,2488110
2487685,2487779
2487312,2487403
2486136,2486920
2484816,2485612
2483589,2484052
2483145,2483236
2481732,2482135
2481023,2481573
2479607,2479689
2478623,2479467
2478221,2478285
2475860,2477250
2474801,2475567
2474309,2474751
2472963,2474002
2471899,2472053
2471465,2471520
2468693,2468883
2468397,2468557
2467643,2467968
2466515,2466594
2463969,2464297
2463066,2463814
2462018,2462265
2461481,2461557
2460720,2461090
2459671,2459723
2458471,2458547
2455780,2455874
2452322,2452905
2451840,2452234
2449878,2450092
2446240,2446592
2445624,2445700
2444231,2445582
2443368,2444125
2442249,2442358
2441883,2441941
2441723,2441814
2441321,2441388
2441110,2441177
2439960,2440048
2438541,2438791
2437646,2437746
2437376,2437479
2436868,2436950
2435023,2436140
2434627,2434871
2434442,2434527
2434103,2434161
2433887,2434044
2433588,2433682
2433061,2433128
2430826,2431298
2428981,2429045
2428010,2428263
2426270,2427000
2425723,2426012
2424922,2425532
2424725,2424798
2423480,2424393
2421878,2423202
2419797,2421748
2418710,2418795
2417531,2418066
2416705,2416778
2415967,2416283
2414470,2415248
2413219,2413484
2412181,2412236
2411126,2411826
2409875,2410992
2408967,2409202
2408450,2408892
2406161,2406912
2405241,2406082
2404726,2404808
2404027,2404088
2403341,2403717
2402888,2403234
2398287,2398522
2397800,2398083
2396454,2396647
2395586,2395800
2395290,2395477
2393613,2394316
2392622,2393505
2391813,2392321
2391195,2391259
2390580,2391022
2389655,2390115
2389491,2389603
2389208,2389386
2389016,2389071
2388528,2388583
2387792,2388174
2387499,2387656
2386589,2386644
2385543,2385619
2384001,2385199
2382228,2383942
2380419,2381008
2379418,2380085
2378304,2378641
2377460,2377893
2377198,2377391
2376721,2377142
2370736,2376098
2369916,2370655
2368882,2369414
2367853,2368712
2366780,2367666
2365893,2366257
2365580,2365656
2364754,2365415
2361187,2361296
2360908,2361140
2360583,2360644
2359948,2360183
2356325,2359797
2352616,2355869
2351767,2352215
2350398,2351299
2348604,2349355
2348231,2348538
2347276,2348150
2346593,2346783
2345567,2346093
2343613,2343665
2341604,2341707
2338653,2338726
2336515,2337398
2335947,2336104
2335468,2335691
2333375,2333856
2332888,2333273
2332020,2332462
2330959,2331320
2325989,2326065
2325730,2325863
2324175,2324248
2320965,2321092
2320111,2320169
2317950,2319643
2317644,2317840
2316739,2317295
2316282,2316427
2315758,2315834
2313274,2314406
2312839,2313191
2311461,2312695
2311017,2311171
2307755,2308011
2305610,2305677
2305000,2305079
2303060,2304276
2302534,2302730
2302318,2302370
2301784,2301839
2299833,2300176
2298927,2299711
2297304,2297980
2294555,2297154
2292047,2293173
2290989,2291926
2289545,2290785
2288971,2289422
2288801,2288862
2284539,2286214
2283331,2284259
2282297,2283000
2281203,2282209
2280238,2280995
2279524,2279918
2278639,2279291
2277398,2278506
2275520,2277324
2274961,2275220
2274127,2274749
2273752,2273822
2271444,2272315
2270465,2271363
2268961,2269700
2264772,2268229
2259753,2264590
2257754,2258514
2257562,2257644
2256507,2257255
2255681,2255856
2255034,2255581
2253221,2254803
2252001,2252788
2251050,2251867
2249683,2250299
2248946,2249496
2247998,2248692
2247050,2247927
2245899,2246974
2245712,2245788
2245490,2245659
2244419,2245140
2242376,2242956
2242097,2242281
2240068,2241968
2236844,2239134
2235739,2236787
2235305,2235591
2234575,2234873
2233841,2234157
2232946,2233088
2231127,2231980
2230042,2230802
2229193,2229494
2226533,2227197
2225816,2225868
2224594,2224667
2224083,2224156
2221671,2223127
2220862,2221172
2219751,2220028
2218879,2219675
2217963,2218414
2217399,2217586
2216054,2216289
2215680,2215753
2213218,2214971
2212563,2212639
2211280,2212244
2210593,2210831
2208576,2210350
2207103,2208361
2205709,2207015
2204857,2205236
2203996,2204471
2201719,2203166
2200723,2201546
2197763,2199114
2192987,2193252
2191525,2192255
2190489,2191444
2188819,2188925
2187736,2187839
2186557,2187410
2182823,2183799
2179758,2181202
2177571,2179576
2176815,2177089
2175438,2176525
2175204,2175295
2174488,2175014
2173836,2174392
2169775,2169887
2169612,2169706
2168054,2169096
2167353,2167942
2165619,2165710
2164106,2165376
2162323,2164010
2161161,2162056
2160978,2161048
2160323,2160399
2160043,2160107
2159224,2159606
2157383,2157534
2156857,2156912
2156242,2156696
2155223,2156061
2153352,2153413
2151518,2151588
2150786,2151411
2149348,2149631
2149030,2149091
2147684,2148417
2147449,2147543
2146089,2146387
2145891,2145979
2144577,2144728
2143109,2144304
2142614,2142744
2141820,2142460
2138904,2139808
2137702,2138756
2137205,2137653
2136544,2136596
2135754,2136235
2135564,2135622
2132640,2132695
2131241,2131353
2130492,2131027
2130228,2130400
2130079,2130149
2129185,2130035
2125699,2126945
2125253,2125344
2125065,2125162
2124114,2124337
2123735,2123805
2122628,2122680
2122003,2122082
2119833,2121307
2118812,2119785
2117304,2118670
2116216,2116706
2113734,2115013
2112492,2113666
2111905,2111978
2111222,2111679
2111054,2111160
2110009,2110784
2108500,2109248
2106329,2107833
2104115,2104206
2103619,2103785
2101371,2102476
2100845,2101095
2100224,2100750
2099917,2099975
2096075,2097063
2095366,2096003
2094877,2095076
2092422,2092546
2092221,2092273
2088797,2091153
2088574,2088641
2087489,2087622
2086817,2087427
2085021,2086759
2083791,2083900
2082495,2083423
2081505,2081869
2080027,2080352
2077019,2078013
2076115,2076845
2074925,2075391
2074637,2074836
2074084,2074487
2073604,2073746
2072542,2072726
2071187,2071734
2069682,2069767
2067887,2068896
2066455,2066792
2066016,2066101
2065137,2065216
2064619,2064683
2061328,2061545
2059184,2059251
2057902,2058203
2053274,2053452
2052922,2053004
2051743,2051855
2049419,2050077
2049306,2049358
2047444,2048513
2046507,2047255
2045765,2046045
2044633,2044691
2043540,2044456
2043397,2043497
2042913,2043265
2042668,2042762
2042157,2042224
2041201,2041328
2041002,2041057
2039441,2039997
2037953,2038839
2037141,2037745
2036521,2036906
2035313,2035437
2033587,2034527
2032460,2033409
2031438,2031649
2030744,2031195
2029698,2030590
2028485,2029530
2027648,2028111
2027523,2027587
2026157,2027466
2024717,2024889
2021272,2023061
2020738,2021147
2019686,2020362
2018258,2019264
2016858,2017246
2015819,2016537
2014776,2015737
2014634,2014689
2014086,2014384
2012582,2013726
2011128,2011834
2010089,2010912
2009006,2009772
2008319,2008593
2007401,2007462
2005953,2006665
2004977,2005800
2004669,2004769
2003145,2004310
2002045,2002820
2000592,2001709
2000451,2000515
1999468,2000204
1998989,1999044
1998168,1998829
1996784,1997538
1996204,1996352
1995520,1996115
1994751,1995433
1993372,1994636
1990954,1991117
1987313,1987365
1986230,1986450
1985935,1986041
1982630,1983735
1981299,1981633
1980091,1980308
1978895,1979583
1977928,1978301
1977307,1977779
1976307,1977139
1975446,1976038
1974959,1975035
1972176,1974589
1970343,1971523
1969037,1969248
1968169,1968887
1967989,1968044
1967499,1967920
1967015,1967355
1966434,1966552
1966146,1966207
1964598,1964683
1963762,1963913
1962698,1963242
1962225,1962565
1962063,1962142
1961783,1961880
1960496,1961727
1958968,1959668
1958162,1958739
1956848,1957209
1955598,1956655
1954255,1955126
1954028,1954083
1952721,1953148
1951284,1952563
1950883,1951172
1948871,1950669
1948723,1948787
1947914,1948653
1947416,1947564
1946488,1947362
1944908,1946259
1944145,1944767
1943068,1943975
1941331,1941614
1938825,1938949
1935964,1936565
1934765,1935297
1933333,1934237
1933037,1933269
1932122,1932180
1931442,1932031
1931026,1931318
1928798,1930002
1927480,1927616
1927312,1927388
1926482,1926897
1925600,1926315
1924754,1925472
1923825,1924597
1922222,1922277
1920982,1922159
1920436,1920899
1917581,1918131
1917449,1917534
1916166,1916518
1915175,1916085
1913907,1914928
1909614,1912825
1908827,1909119
1907218,1907918
1906732,1906784
1903989,1904221
1903120,1903529
1902984,1903042
1902281,1902486
1900927,1902125
1900588,1900667
1898529,1899904
1898098,1898165
1897117,1897175
1896706,1896758
1895461,1896218
1893497,1895400
1893226,1893281
1891944,1892599
1891236,1891795
1890288,1890652
1890042,1890103
1888615,1889177
1887913,1888181
1886887,1887557
1884846,1886755
1884096,1884664
1883732,1883796
1883062,1883228
1882328,1882404
1881381,1882123
1881150,1881280
1880158,1880846
1879841,1879950
1876575,1878121
1875574,1876334
1875129,1875460
1873764,1874206
1872724,1873619
1869532,1872242
1867802,1869459
1867427,1867698
1866336,1867069
1864657,1865216
1864248,1864339
1861907,1862313
1861377,1861462
1860200,1861089
1859272,1859786
1858651,1859009
1857242,1857771
1855952,1857183
1854077,1854681
1852978,1853087
1852612,1852670
1852452,1852543
1850940,1851028
1849521,1849771
1848166,1848695
1847472,1847959
1846355,1846764
1846168,1846244
1845160,1845218
1844250,1844965
1843306,1843988
1842890,1842984
1841094,1842268
1839682,1840598
1838614,1839257
1836516,1838050
1835229,1836145
1834795,1835090
1832242,1832810
1829982,1832182
1826829,1827943
1826411,1826703
1823494,1824923
1822421,1823352
1821518,1822272
1820133,1821235
1819244,1819797
1818389,1818468
1817112,1817680
1815417,1815571
1814403,1815079
1813457,1814331
1811219,1812957
1810157,1810437
1809118,1809758
1807643,1808457
1806446,1807320
1805925,1806394
1800256,1804847
1798772,1799895
1797929,1798026
1797217,1797317
1796197,1796297
1793082,1794646
1789825,1792568
1787769,1788751
1787280,1787548
1785841,1786613
1784473,1785797
1781661,1784338
1781196,1781503
1779714,1780213
1778415,1779475
1776910,1777517
1776257,1776828
1775826,1775941
1773655,1773797
1771955,1772040
1770648,1771405
1769720,1770525
1768520,1769388
1767359,1767738
1765915,1767035
1765499,1765581
1765194,1765261
1764528,1764784
1764186,1764397
1763209,1763750
1762452,1762525
1758694,1761290
1756864,1757675
1756156,1756616
1754911,1754972
1753845,1754530
1753309,1753469
1751208,1751356
1748263,1748702
1747057,1747166
1746691,1746749
1746531,1746622
1745019,1745107
1743600,1743850
1742761,1742870
1742061,1742116
1741927,1742018
1741622,1741836
1741248,1741447
1739674,1740683
1737087,1739416
1736870,1736931
1736666,1736745
1735941,1736491
1735486,1735730
1734776,1735329
1732926,1734673
1731900,1731955
1730392,1731779
1728653,1730034
1727824,1728416
1727704,1727780
1727009,1727460
1723649,1723740
1723534,1723598
1722431,1723338
1717193,1722327
1716491,1716555
1715236,1716434
1713234,1715098
1708857,1711267
1707168,1707916
1706204,1707087
1705199,1705629
1703330,1703823
1702695,1702810
1702414,1702511
1700523,1702291
1698734,1700466
1698165,1698652
1697476,1697990
1696940,1697301
1695040,1696085
1691972,1694013
1688670,1691887
1688248,1688474
1687420,1688099
1684563,1687264
1684229,1684461
1682664,1683637
1681808,1681863
1680186,1680274
1679739,1679944
1679100,1679278
1677540,1677907
1674961,1676306
1674598,1674683
1673625,1673686
1672613,1673370
1670803,1672004
1669529,1669965
1667831,1669446
1666107,1667689
1665444,1665904
1664646,1664764
1664057,1664469
1662570,1663984
1661588,1662456
1659457,1660508
1657815,1658458
1656903,1657753
1656521,1656861
1655753,1655826
1654731,1654783
1654268,1654578
1652810,1653426
1650149,1651899
1648511,1649853
1647821,1648365
1645958,1646412
1645810,1645880
1644106,1645190
1642865,1643871
1642619,1642722
1641284,1642572
1640225,1640961
1640008,1640087
1636412,1638126
1635146,1636284
1633933,1634996
1632728,1633758
1631718,1631773
1630751,1631502
1629594,1630144
1628647,1629365
1626620,1627446
1626064,1626356
1625505,1626001
1624316,1625313
1623099,1623628
1622840,1622976
1621230,1622341
1619240,1619721
1617901,1619147
1617063,1617133
1613497,1616822
1612395,1613278
1611688,1611797
1610206,1611164
1608166,1609922
1607671,1608047
1605895,1607015
1605041,1605180
1604613,1604905
1601820,1604446
1600975,1601483
1600356,1600483
1599814,1600277
1599601,1599680
1599420,1599553
1597322,1597389
1595227,1597148
1593100,1594406
1592167,1592360
1591448,1591692
1590477,1590967
1589175,1590004
1589042,1589097
1586201,1588851
1584850,1586138
1583928,1584634
1583242,1583615
1581777,1582789
1580804,1581690
1580157,1580212
1579428,1579945
1576747,1577054
1576411,1576613
1574922,1575739
1573354,1574846
1571905,1573196
1570990,1571837
1570154,1570878
1569149,1570083
1568967,1569025
1567397,1568403
1566802,1566959
1565139,1566055
1564776,1564945
1561978,1564241
1561538,1561881
1559081,1561431
1556148,1558363
1555680,1556074
1554870,1555069
1553991,1554082
1552632,1553908
1550854,1552517
1550612,1550691
1546608,1547884
1545074,1546080
1543704,1543783
1542403,1542707
1539979,1541747
1536143,1537647
1535855,1535943
1532493,1535131
1532358,1532416
1531716,1531867
1529454,1529590
1528724,1529376
1527846,1527949
1526748,1527370
1525997,1526697
1523471,1523991
1522374,1522906
1521589,1521647
1521243,1521304
1520659,1521137
1520363,1520463
1519736,1520091
1518950,1519680
1517613,1518172
1516648,1516700
1515964,1516034
1514257,1515287
1511858,1513683
1510234,1511261
1508988,1509772
1507804,1508849
1507187,1507761
1505312,1507077
1504037,1505169
1503020,1503963
1502329,1502396
1501881,1502053
1500268,1501085
1498959,1499023
1498096,1498829
1495899,1496803
1494317,1495083
1493146,1494035
1491087,1491688
1490229,1490356
1489599,1490038
1484590,1485710
1483509,1483561
1482096,1483402
1481188,1481591
1479330,1480102
1478477,1478580
1477050,1477933
1475478,1475590
1472980,1473587
1470685,1472849
1469444,1470486
1467325,1468205
1465638,1466122
1464209,1465548
1463506,1464155
1461343,1461725
1460534,1461093
1459049,1460241
1457461,1458386
1456775,1457364
1455316,1456073
1453065,1453177
1450701,1451461
1449647,1450509
1448315,1449582
1448196,1448269
1447052,1447155
1446383,1446981
1445236,1445315
1443873,1444690
1442368,1443536
1439900,1440018
1438724,1439253
1434315,1434379
1433083,1433138
1430659,1430906
1429947,1430005
1426654,1426778
1426309,1426409
1426079,1426158
1425399,1425472
1423010,1423083
1421491,1421588
1420280,1420353
1412455,1413293
1411292,1411374
1410738,1410892
1407859,1408853
1406763,1406818
1405945,1406225
1405578,1405858
1404714,1405366
1403618,1403679
1401065,1401126
1399485,1399579
1392984,1393195
1388666,1388727
1382267,1382325
1379891,1379952
1377410,1377681
1376234,1376286
1371578,1371690
1370445,1371427
1370108,1370385
1368982,1369448
1366978,1367108
1364870,1364982
1362765,1363243
1361564,1362603
1360905,1360978
1356305,1356396
1353007,1353104
1338925,1339298
1336448,1337751
1335179,1335909
1331772,1331908
1330247,1330860
1327098,1327171
1326872,1327029
1325952,1326013
1323542,1323630
1320843,1320916
1317596,1319463
1316638,1316735
1312666,1312742
1310532,1310683
1308630,1308697
1307009,1307604
1305178,1305491
1303146,1303261
1299073,1299182
1292299,1292363
1291644,1291738
1291115,1291218
1290401,1290501
1288787,1289037
1288369,1288421
1287963,1288027
1286830,1287224
1285610,1286748
1284644,1285473
1283413,1284368
1281820,1282283
1281294,1281358
1279721,1281204
1278056,1278603
1277024,1277160
1275845,1276692
1275584,1275777
1273483,1273562
1273231,1273397
1272602,1272729
1270465,1270661
1269262,1269668
1268515,1269107
1265244,1265401
1263187,1263530
1260942,1261039
1259135,1259460
1258886,1259025
1257073,1257182
1254494,1254573
1252483,1252535
1249305,1249426
1245811,1245869
1242363,1242454
1239842,1240200
1234278,1234330
1233366,1233814
1232884,1233089
1232765,1232838
1230696,1230835
1229951,1230066
1229373,1229458
1228696,1228799
1215970,1216079
1215128,1215678
1207731,1207795
1205711,1205802
1204725,1204807
1204250,1204335
1202584,1202738
1200732,1200790
1199825,1199886
1197278,1197369
1196215,1196273
1194749,1194846
1190694,1190770
1187753,1187910
1183410,1183510
1181468,1181556
1173144,1173550
1172076,1172647
1171662,1172008
1169255,1169385
1168804,1168931
1167645,1167952
1166631,1166683
1163277,1163995
1161689,1162686
1158125,1158252
1156384,1157240
1154864,1155987
1154413,1154552
1149887,1152240
1149406,1149719
1148220,1148290
1146228,1147411
1145723,1145943
1145594,1145649
1142099,1144551
1138930,1139894
1137533,1137867
1136722,1136873
1136397,1136488
1134472,1135925
1134149,1134303
1133466,1133695
1132822,1132877
1131558,1132759
1130408,1130478
1121634,1121740
1117347,1117507
1112677,1112816
1104709,1104902
1101645,1101718
1096874,1097115
1095530,1095645
1095114,1095187
1094770,1094843
1093718,1093893
1092255,1092868
1092072,1092178
1090977,1091137
1089463,1089605
1088156,1088226
1086631,1086707
1085437,1085744
1085098,1085222
1082530,1082594
1082033,1082181
1081694,1081773
1081382,1081470
1077592,1078142
1075860,1076758
1075360,1075616
1072612,1072664
1070290,1070495
1069821,1069990
1068594,1068895
1067723,1068525
1061430,1061545
1058580,1059607
1057067,1057275
1054319,1055283
1052111,1052250
1051981,1052036
1044445,1044551
1042605,1043485
1040241,1040395
1039979,1040055
1033679,1033869
1032333,1032574
1032154,1032224
1030757,1031547
1029208,1029821
1026871,1029044
1025159,1026189
1024761,1024954
1011860,1013334
1008130,1008878
1006605,1006750
1005036,1005499
1004936,1004991
1003593,1003828
998396,998859
998064,998116
997338,997417
994970,995037
991680,991984
990983,991122
985743,986500
982957,983645
981743,982521
981613,981668
977051,978855
976065,976906
975071,975696
974229,974974
973509,973669
972976,973157
968819,969423
967569,967633
967122,967246
965526,965641
963294,965254
961966,962216
956163,956317
955317,955492
954447,954511
954017,954090
950646,950704
944182,944282
943321,943445
943149,943258
942982,943064
939060,939154
936742,936803
935659,936191
934797,934891
924866,924987
921495,921559
920452,920927
919395,919492
915054,915181
913625,913716
908499,909055
905216,905325
896620,896681
893958,894052
890718,890770
887652,887833
886868,887172
883896,883960
882910,882962
881992,882248
878592,878659
877067,877119
874661,874761
874103,874182
871940,872409
871794,871849
870587,871431
868224,868441
866577,866869
862563,862636
861731,862284
859656,861619
858106,858200
857780,857907
855355,855407
855143,855201
854949,855043
852741,852805
848804,849192
848551,848627
848142,848263
845394,845476
843311,843723
841860,841960
841093,841601
840900,840988
838248,838312
837499,837581
833615,834075
830682,830770
826752,827512
824936,826395
824775,824881
823638,824167
822611,823530
821886,822526
821070,821179
820152,820285
818789,819264
816473,816561
815751,815848
807976,810791
807255,807688
805784,806595
802592,802668
801336,802201
798828,799816
794273,794343
793916,794025
789595,789707
789087,789202
787667,787809
785685,785782
783417,783583
779154,779254
771026,771684
769042,769118
766794,766873
764465,765105
759938,760011
756807,756979
756079,756290
754992,755155
752550,752662
752047,752105
751402,751457
750680,751326
750085,750185
749246,749361
749075,749145
748130,748215
747786,747901
747431,747582
746844,746986
745814,745926
738643,738749
736057,736118
734553,734635
734219,734457
733922,734031
733716,733795
730257,730309
729263,729360
728562,728746
728335,728486
725062,725129
718076,718167
716344,716480
713918,713982
709829,710748
702088,702956
700876,701183
700565,700626
699410,700305
697634,698196
695496,696418
694973,695364
693938,694032
692667,692719
689541,689824
685083,686902
684062,684252
673829,673935
673310,673392
672439,672518
669699,669796
668449,668609
666122,666258
662257,662699
661470,662170
661303,661361
660177,660301
660062,660126
657323,657519
656749,657242
654608,654849
651794,652419
649864,651632
647553,647620
647312,647439
646246,646403
643891,645230
643400,643743
642962,643347
639558,640105
638116,638249
636440,637716
636057,636232
635317,636011
629007,629128
624842,624915
623571,623701
618932,620379
616902,617029
615825,616576
609629,610923
608730,608848
606039,607219
604121,605403
603536,604014
602909,603312
602208,602674
601708,601778
601519,601601
600837,601147
598968,600343
596580,597619
594956,595011
593102,593241
591412,592046
589172,589230
586752,586810
585015,585961
583507,584756
583072,583451
582526,582980
581519,582348
580119,581038
577632,578647
577348,577415
576990,577045
576408,576475
576170,576303
575664,575746
573501,573568
572707,572792
572458,572561
572185,572240
571952,572025
564707,564792
564502,564575
562834,563045
561819,562558
561538,561665
560669,560799
559362,559414
557319,557488
555660,556975
552563,552930
549916,551345
549009,549073
548679,548734
546314,546672
543714,544051
539456,539679
539000,539148
536339,536496
535373,535467
534408,534832
532603,534110
530277,530404
528563,529863
525035,525153
522628,523520
520101,520171
519928,520019
518984,519141
518478,518596
512291,513267
508593,508648
502424,502659
490454,490557
488802,489199
488445,488515
487969,488051
485493,487651
484620,485374
484365,484525
483741,483811
478226,478353
470122,470525
465934,466178
462604,462722
462456,462520
458215,458291
456752,456819
456508,456650
455118,455254
451531,452390
451285,451352
449325,449383
448378,448496
447437,448122
444031,444791
442869,443299
441622,442379
440056,440609
439677,439975
438476,438555
434945,435816
433153,434744
432532,432605
432143,432279
431429,431493
431216,431283
431102,431169
430311,430384
424104,424162
417963,418054
412849,413546
412091,412173
410053,410222
406210,406271
405680,406083
401619,402358
397340,398052
396717,396796
389813,390429
389538,389716
382168,382313
380253,381778
379524,379612
378404,378780
378150,378289
377932,378011
377531,377871
376514,377274
375074,375837
374805,374875
373832,374595
373129,373784
371130,373018
370732,371063
369319,369497
369064,369224
367857,367921
367098,367552
365783,365850
360709,360776
357775,359675
357479,357531
357267,357325
357073,357167
350374,350429
347658,348289
347439,347521
344850,345658
343221,344635
339173,339255
335494,335558
331063,331445
329577,329737
329024,329112
327113,327453
325729,326948
324104,325416
322134,323998
320903,320979
319560,320416
316790,316974
315459,315646
312510,312667
309273,309352
308334,309154
308130,308215
307303,307424
306644,306960
305775,306553
304819,304907
304302,304402
300617,301716
297810,298651
296889,297550
295401,296212
293845,295280
293212,293339
292940,293019
284286,284692
283906,284030
279326,279708
277974,278032
277738,277895
273363,273421
266736,266851
266269,266324
265172,265236
259954,260159
258631,258695
257131,257360
245617,245753
243765,243826
239596,239732
237744,237805
236752,236900
236363,236454
235318,235409
235009,235148
232453,232541
231882,231958
229527,229582
227033,227268
225714,225817
222023,222096
220082,220197
216708,216766
214486,215426
213735,214408
213336,213667
207541,207596
206467,206672
205964,206064
204624,205576
203640,204352
198128,198201
194063,194190
181919,182031
179734,179792
176125,176225
173309,174555
172903,173207
172358,172485
171039,171238
168490,168560
165034,165119
161149,161210
160544,160815
159115,159239
158563,158894
158252,158328
155848,155900
153580,153716
152648,153327
150592,150650
149706,149791
148281,148348
147712,147782
140456,140529
134782,136289
131419,133766
126967,127043
121112,121446
120712,120764
119740,120434
119088,119161
116735,116814
115087,116225
113313,113998
112012,112133
109240,109385
106841,106893
105265,105332
101549,101640
98722,98777
97791,97882
95416,95510
95086,95141
92572,92657
86747,87729
86323,86690
86018,86145
80892,81529
80620,80744
79025,79092
73305,73366
72959,73071
72218,72300
68256,68623
66765,66844
61641,61705
52086,52147
49893,49981
40864,40922
36819,37111
33397,34451
31949,32025
27952,28040
25398,25603
24365,24576
23132,23847
21988,22058
20308,21425
19371,19468
17904,18121
11424,11560
10796,10860
9901,10229
